Code,Score
S11610301106008,1041
S11610301106009,1059
S11610301106010,999
S11610301106011,1048
S11610301106012,1078
S11610301106013,1058
S11610301106014,1065
S11610301106015,1050
S11610301106016,1051
S11610301106017,1073
S11610301106018,1023
S11610301106019,1041
S11610301106020,1034
S11610301106101,916
S11610301106102,1026
S11610301106103,1035
S11610301106104,1029
S11610301106105,949
S11610301106106,989
S11610301106107,990
S11610301106108,984
S11610301106109,871
S11610301106110,860
S11610301106111,814
S11610301106112,931
S11610301106114,910
S11610301106115,1060
S11610301106116,926
S11610302106201,667
S11610302106202,767
S11610302106203,920
S11610302106204,841
S11610302106205,1018
S11610302106206,924
S11610302106207,900
S11610302106208,916
S11610302106209,956
S11610302106210,905
S11610302106211,846
S11610302106212,926
S11610302106213,1014
S11610302106214,1051
S11610302106215,1061
S11610302106216,997
S11610302106217,1037
S11610302106218,1023
S11610302106219,1053
S11610302106220,1071
S11610302106221,1052
S11610302106222,934
S11610302106303,902
S11610302106304,1066
S11610302106305,1085
S11610302106306,945
S11610302106308,915
S11610302106309,772
S11610302106310,859
S11610302106311,800
S11610302106312,870
S11610302106313,929
S11610302106314,950
S11610302106315,995
S11610302106316,882
S11610302106317,811
S11610302106318,695
S11610302106319,723
S11610302106320,636
S11610302106321,919
S11610302106322,837
S11610302106323,960
S11610302106324,891
S11610302106325,987
S11610302106326,1016
S11610302106327,1073
S11610302106328,1035
S11610302106329,1013
S11610302106401,972
S11610302106402,893
S11610302106403,907
S11610302106404,887
S11610302106405,759
S11610302106406,836
S11610302106407,1028
S11610302106408,1023
S11610302106409,889
S11610302106410,973
S11610302106411,972
S11610302106412,993
S11610302106413,1027
S11610302106414,987
S11610302106415,925
S11610302106416,993
S11610302106417,1010
S11610302106418,980
S11610302106501,932
S11610302106502,802
S11610302106503,795
S11610302106504,935
S11610302106505,851
S11610302106506,956
S11610302106507,879
S11610302106508,1017
S11610302106509,1008
S11610302106510,1049
S11610302106511,976
S11610302106512,927
S11610302106513,953
S11610302106514,922
S11610302106515,926
S11610302106516,988
S11610302106517,1019
S11610302106518,1043
S11610302106519,1026
S11610302106520,1081
S11610302106521,1014
S11610302106522,1007
S11610302106523,1028
S11610302106524,1050
S11610302106525,1028
S11610302106526,948
S11610302106527,724
S11610302106528,882
S11610302106529,1012
S11610302106601,819
S11610302106602,1076
S11610302106603,1040
S11610302106604,890
S11610302106605,907
S11610302106606,910
S11610302106607,900
S11610302106608,891
S11610302106609,970
S11610302106610,986
S11610302106611,1030
S11610302106612,981
S11610302106613,1041
S11610302106701,938
S11610302106702,1041
S11610302106703,1035
S11610302106704,914
S11610302106705,1103
S11610302106706,1072
S11610302106707,1033
S11610302106708,932
S11610302106709,845
S11610302106710,1030
S11610302106711,903
S11610302106712,872
S11610302106713,1033
S11610302106714,855
S11610302106715,918
S11610302106716,1044
S11610302106717,967
S11610302106718,980
S11610302106719,789
S11610302106720,922
S11610302106721,872
S11610302106722,824
S11610302106723,941
S11610302106724,944
S11610302106725,1030
S11610302106726,974
S11610302106727,739
S11610302106728,815
S11610302106729,903
S11610302106801,974
S11610302106802,695
S11610302106803,801
S11610302106804,805
S11610302106805,844
S11610302106806,1023
S11610302106807,949
S11610302106808,1067
S11610302106809,1003
S11610302106810,1047
S11610302106811,1053
S11610302106901,1019
S11610302106902,945
S11610302106903,1039
S11610302106904,1023
S11610302106905,1023
S11610302106906,973
S11610302106907,1017
S11610302106908,1074
S11610302106909,1042
S11610302106910,1047
S11610302106911,734
S11610302106912,836
S11610302106913,984
S11610302106914,947
S11610302106915,962
S11610302106916,972
S11610302106917,943
S11610302106918,979
S11610302106919,960
S11610303107001,1057
S11610303107002,1032
S11610303107003,841
S11610303107004,937
S11610303107005,884
S11610303107006,851
S11610303107007,843
S11610303107008,1061
S11610303107010,935
S11610303107011,897
S11610303107012,916
S11610303107013,923
S11610303107014,920
S11610303107015,871
S11610303107016,838
S11610303107017,1077
S11610303107018,960
S11610303107019,830
S11610303107020,798
S11610303107021,591
S11610303107022,1040
S11610303107023,792
S11610303107024,954
S11610303107025,951
S11610303107026,951
S11610303107027,980
S11610303107028,932
S11610303107029,911
S11610303107030,1077
S11610303107032,843
S11610303107101,795
S11610303107102,941
S11610303107103,860
S11610303107104,932
S11610303107105,980
S11610303107106,975
S11610303107107,829
S11610303107108,921
S11610303107109,1074
S11610303107110,1051
S11610303107111,1018
S11610303107112,1040
S11610303107113,925
S11610303107114,1016
S11610303107115,1038
S11610303107116,1040
S11610303107117,1018
S11610303107119,930
S11610303107120,1071
S11610303107121,983
S11610303107122,846
S11610303107123,868
S11610303107124,909
S11610303107125,940
S11610303107126,963
S11610303107127,1069
S11610303107128,954
S11610303107201,937
S11610303107202,890
S11610303107203,905
S11610303107204,701
S11610303107205,947
S11610303107206,1073
S11610303107207,1078
S11610303107208,945
S11610303107209,961
S11610303107210,887
S11610303107211,1058
S11610303107212,1068
S11610303107214,1046
S11610303107215,967
S11610303107216,881
S11610303107217,1007
S11610303107218,1018
S11610303107219,965
S11610303107220,954
S11610303107221,939
S11610303107222,1109
S11610303107224,800
S11610303107225,1036
S11610303107226,1048
S11610303107227,1077
S11610303107228,1055
S11610303107302,1010
S11610303107303,919
S11610303107304,944
S11610303107305,857
S11610303107306,740
S11610303107307,785
S11610303107308,706
S11610303107309,851
S11610303107310,952
S11610303107311,875
S11610303107312,815
S11610303107313,990
S11610303107314,1004
S11610303107401,942
S11610303107402,1019
S11610303107403,900
S11610303107404,986
S11610303107405,863
S11610303107406,967
S11610303107407,989
S11610303107408,1019
S11610303107409,910
S11610303107410,901
S11610303107411,1031
S11610303107412,914
S11610303107413,893
S11610303107414,930
S11610303107415,937
S11610303107416,1021
S11610303107417,1007
S11610303107418,1084
S11610303107419,990
S11610303107420,1073
S11610303107421,1065
S11610303107422,970
S11610303107423,871
S11610303107425,928
S11610303107426,906
S11610303107427,1019
S11610304107601,1062
S11610304107602,1064
S11610304107603,1007
S11610304107604,888
S11610304107605,979
S11610304107606,852
S11610304107607,860
S11610304107608,893
S11610304107609,960
S11610304107610,936
S11610304107611,925
S11610304107612,935
S11610304107613,917
S11610304107614,1111
S11610304107615,1079
S11610304107616,1063
S11610304107617,982
S11610304107618,1027
S11610304107619,993
S11610304107620,1027
S11610304107621,1062
S11610304107701,1076
S11610304107702,970
S11610304107703,1036
S11610304107704,954
S11610304107705,953
S11610304107706,1013
S11610304107707,986
S11610304107708,1076
S11610304107709,1058
S11610304107710,898
S11610304107711,947
S11610304107712,1032
S11610304107713,809
S11610304107714,847
S11610304107715,983
S11610304107716,1037
S11610304107717,988
S11610304107718,976
S11610304107719,924
S11610304107720,1019
S11610304107721,951
S11610304107722,933
S11610304107723,974
S11610304107724,902
S11610304107725,1026
S11610304107726,905
S11610304107727,967
S11610304107728,998
S11610304107729,984
S11610304107730,981
S11610304107731,981
S11610304107732,980
S11610304107733,735
S11610304107734,829
S11610304107736,1102
S11610304107737,1092
S11610304107738,1039
S11610304107740,966
S11610304107741,820
S11610304107742,957
S11610304107743,843
S11610304107744,925
S11610304107745,895
S11610304107746,972
S11610304107747,578
S11610304107748,856
S11610304107749,684
S11610304107750,582
S11610304107751,701
S11610304107752,667
S11610304107753,1032
S11610304107754,1041
S11610304107801,959
S11610304107802,882
S11610304107804,983
S11610304107805,848
S11610304107806,999
S11610304107807,1074
S11610304107808,670
S11610304107809,1094
S11610304107810,1076
S11610304107811,1013
S11610304107812,1035
S11610304107813,1077
S11610304107814,1048
S11610304107815,898
S11610304107816,1018
S11610304107817,995
S11610304107818,1060
S11610304107819,1085
S11610304107820,1104
S11610304107821,1039
S11610304107822,1032
S11610304107823,1086
S11610304107824,1057
S11610304107825,1077
S11610304107826,1033
S11610304107827,1070
S11610304107828,960
S11610304107829,885
S11610304107830,900
S11610304107831,1116
S11610304107833,1104
S11610304107834,1129
S11610304107835,1119
S11610304107836,975
S11610304107837,694
S11610304107838,927
S11610304107839,877
S11610304107840,1049
S11610304107841,1055
S11610304107842,1060
S11610304107843,1071
S11610304107844,1051
S11610304107845,1058
S11610304107901,886
S11610304107902,970
S11610304107903,945
S11610304107904,947
S11610304107905,902
S11610304107906,898
S11610304107907,1067
S11610304107908,1060
S11610304107909,1038
S11610304107910,1025
S11610304107911,1101
S11610304107912,1102
S11610304107913,1106
S11610304107914,1049
S11610304107915,1088
S11610304107916,1076
S11610304107917,968
S11610304107918,976
S11610304107919,1019
S11610304107920,865
S11610304107921,1016
S11610304107922,1095
S11610304107923,1034
S11610304107924,1065
S11610304107925,1055
S11610304107926,1072
S11610304107927,1085
S11610304107928,1128
S11610304107929,1111
S11610304107930,1092
S11610304107931,1085
S11610304107932,1071
S11610304107933,1077
S11610304107934,1012
S11610304107935,1078
S11610304107936,1049
S11610401108001,988
S11610401108002,1037
S11610401108003,992
S11610401108005,821
S11610401108006,955
S11610401108007,770
S11610401108008,661
S11610401108009,736
S11610401108010,888
S11610401108011,858
S11610401108012,816
S11610401108013,820
S11610401108014,741
S11610401108015,1025
S11610401108016,986
S11610401108017,929
S11610401108018,688
S11610401108019,902
S11610401108020,858
S11610401108021,892
S11610401108022,957
S11610401108023,889
S11610401108024,854
S11610401108025,1006
S11610401108027,1028
S11610401108028,1007
S11610401108029,972
S11610401108030,947
S11610401108031,888
S11610401108032,882
S11610401108033,1027
S11610401108034,993
S11610401108036,1045
S11610401108037,880
S11610401108038,824
S11610401108039,937
S11610401108040,1002
S11610401108041,881
S11610401108042,876
S11610401108043,929
S11610401108044,962
S11610401108046,776
S11610401108047,737
S11610401108048,817
S11610401108049,850
S11610401108050,895
S11610401108052,739
S11610401108053,950
S11610401108054,998
S11610401108055,797
S11610401108101,922
S11610401108102,860
S11610401108103,807
S11610401108104,958
S11610401108105,904
S11610401108106,860
S11610401108107,941
S11610401108108,918
S11610401108109,897
S11610401108110,848
S11610401108112,869
S11610401108113,946
S11610401108114,901
S11610401108115,1018
S11610401108116,968
S11610401108117,983
S11610401108118,1028
S11610401108119,739
S11610401108120,933
S11610401108121,933
S11610401108122,849
S11610401108123,939
S11610401108124,962
S11610401108125,1053
S11610401108126,986
S11610401108127,977
S11610401108128,990
S11610401108129,942
S11610401108130,1015
S11610401108131,972
S11610401108132,915
S11610401108133,916
S11610401108134,1023
S11610401108135,933
S11610401108136,896
S11610401108137,890
S11610401108138,953
S11610401108139,975
S11610401108140,890
S11610401108141,1011
S11610401108143,949
S11610401108144,874
S11610401108145,921
S11610401108146,969
S11610401108147,867
S11610401108148,954
S11610401108149,975
S11610401108150,996
S11610401108151,1051
S11610401108152,1030
S11610401108202,916
S11610401108203,936
S11610401108204,950
S11610401108205,984
S11610401108206,995
S11610401108207,1035
S11610401108208,1059
S11610401108209,885
S11610401108211,907
S11610401108212,948
S11610401108213,977
S11610401108214,991
S11610401108215,864
S11610401108216,950
S11610401108217,891
S11610401108218,943
S11610401108219,961
S11610401108220,888
S11610401108221,874
S11610401108222,882
S11610401108223,945
S11610401108224,940
S11610401108225,953
S11610401108226,861
S11610401108227,1047
S11610401108228,979
S11610401108229,943
S11610401108230,869
S11610401108231,904
S11610401108232,1038
S11610401108233,901
S11610401108234,940
S11610401108235,984
S11610401108237,916
S11610401108238,1006
S11610401108239,1048
S11610401108240,1024
S11610401108241,932
S11610401108242,823
S11610401108243,932
S11610401108244,1000
S11610401108245,1040
S11610402108301,975
S11610402108302,930
S11610402108303,942
S11610402108304,970
S11610402108305,975
S11610402108306,855
S11610402108307,964
S11610402108308,999
S11610402108309,1019
S11610402108310,1030
S11610402108311,870
S11610402108312,978
S11610402108313,957
S11610402108314,1038
S11610402108315,997
S11610402108316,961
S11610402108317,1001
S11610402108401,1013
S11610402108403,738
S11610402108404,978
S11610402108405,841
S11610402108406,981
S11610402108407,1006
S11610402108408,957
S11610402108409,1006
S11610402108410,984
S11610402108411,885
S11610402108412,996
S11610402108413,950
S11610402108414,978
S11610402108415,1083
S11610402108416,960
S11610402108417,1032
S11610402108418,858
S11610402108419,953
S11610402108420,963
S11610402108421,958
S11610402108422,905
S11610402108423,1032
S11610402108424,853
S11610402108425,1053
S11610402108426,974
S11610402108427,1022
S11610402108428,887
S11610402108429,661
S11610402108430,1059
S11610402108431,805
S11610402108432,961
S11610402108433,891
S11610402108434,1036
S11610402108435,727
S11610402108436,757
S11610402108438,1018
S11610402108439,1059
S11610402108440,878
S11610402108441,969
S11610402108442,1021
S11610402108443,988
S11610402108444,1001
S11610402108445,831
S11610402108446,870
S11610402108502,1067
S11610402108504,950
S11610402108505,969
S11610402108506,1017
S11610402108507,894
S11610402108508,758
S11610402108509,942
S11610402108510,969
S11610402108511,893
S11610402108512,925
S11610402108513,1028
S11610402108514,948
S11610402108515,996
S11610402108516,1010
S11610402108517,1028
S11610402108518,850
S11610402108519,1072
S11610402108520,968
S11610402108523,823
S11610402108524,894
S11610402108525,1043
S11610402108526,1049
S11610402108527,1019
S11610402108528,732
S11610402108529,859
S11610402108530,834
S11610402108531,873
S11610402108601,964
S11610402108602,1016
S11610402108603,980
S11610402108604,965
S11610402108605,1022
S11610402108606,1027
S11610402108607,1024
S11610402108608,1034
S11610402108609,1042
S11610402108610,1029
S11610402108611,1016
S11610402108612,1033
S11610402108613,1044
S11610402108701,955
S11610402108702,846
S11610402108703,787
S11610402108704,927
S11610402108705,926
S11610402108706,845
S11610402108707,910
S11610402108708,919
S11610402108709,1021
S11610402108710,986
S11610402108711,963
S11610402108712,851
S11610402108713,962
S11610402108802,1095
S11610402108803,1039
S11610402108804,1092
S11610402108805,1040
S11610402108806,1066
S11610402108808,1031
