Scotland,p2011
S00090947,82
S00090948,102
S00090949,124
S00090950,155
S00090951,161
S00090952,134
S00090953,181
S00090954,129
S00090955,136
S00090956,94
S00090957,113
S00090958,161
S00090959,212
S00090960,113
S00090961,83
S00090962,185
S00090963,110
S00090964,100
S00090965,158
S00090966,63
S00090967,81
S00090968,94
S00090969,127
S00090970,135
S00090971,121
S00090972,68
S00090973,85
S00090974,105
S00090975,187
S00090976,105
S00090977,167
S00090978,189
S00090979,172
S00090980,199
S00090981,81
S00090982,144
S00090983,114
S00090984,206
S00090985,120
S00090986,75
S00090987,103
S00090988,198
S00090989,174
S00090990,69
S00090991,183
S00090992,180
S00090993,135
S00090994,168
S00090995,141
S00090996,185
S00090997,199
S00090998,102
S00090999,187
S00091000,193
S00091001,151
S00091002,191
S00091003,175
S00091004,150
S00091005,194
S00091006,143
S00091007,185
S00091008,64
S00091009,115
S00091010,89
S00091011,91
S00091012,83
S00091013,101
S00091014,107
S00091015,132
S00091016,72
S00091017,111
S00091018,74
S00091019,96
S00091020,113
S00091021,117
S00091022,60
S00091023,86
S00091024,171
S00091025,79
S00091026,148
S00091027,144
S00091028,175
S00091029,126
S00091030,107
S00091031,133
S00091032,154
S00091033,107
S00091034,94
S00091035,67
S00091036,121
S00091037,152
S00091038,138
S00091039,190
S00091040,190
S00091041,120
S00091042,97
S00091043,152
S00091044,124
S00091045,206
S00091046,136
S00091047,162
S00091048,92
S00091049,155
S00091050,133
S00091051,63
S00091052,130
S00091053,143
S00091054,176
S00091055,102
S00091056,121
S00091057,186
S00091058,150
S00091059,200
S00091060,70
S00091061,174
S00091062,133
S00091063,126
S00091064,124
S00091065,124
S00091066,103
S00091067,144
S00091068,159
S00091069,109
S00091070,114
S00091071,66
S00091072,86
S00091073,147
S00091074,182
S00091075,69
S00091076,72
S00091077,179
S00091078,81
S00091079,81
S00091080,114
S00091081,197
S00091082,166
S00091083,139
S00091084,60
S00091085,93
S00091086,58
S00091087,116
S00091088,131
S00091089,153
S00091090,158
S00091091,131
S00091092,199
S00091093,132
S00091094,135
S00091095,88
S00091096,157
S00091097,73
S00091098,66
S00091099,90
S00091100,150
S00091101,102
S00091102,83
S00091103,110
S00091104,92
S00091105,143
S00091106,127
S00091107,157
S00091108,164
S00091109,158
S00091110,148
S00091111,122
S00091112,107
S00091113,180
S00091114,139
S00091115,122
S00091116,108
S00091117,128
S00091118,167
S00091119,134
S00091120,149
S00091121,145
S00091122,123
S00091123,168
S00091124,136
S00091125,113
S00091126,265
S00091127,111
S00091128,136
S00091129,102
S00091130,127
S00091131,169
S00091132,137
S00091133,118
S00091134,87
S00091135,116
S00091136,167
S00091137,176
S00091138,79
S00091139,76
S00091140,149
S00091141,71
S00091142,131
S00091143,126
S00091144,138
S00091145,183
S00091146,136
S00091147,116
S00091148,142
S00091149,166
S00091150,121
S00091151,170
S00091152,183
S00091153,113
S00091154,130
S00091155,126
S00091156,98
S00091157,148
S00091158,138
S00091159,87
S00091160,158
S00091161,157
S00091162,163
S00091163,140
S00091164,85
S00091165,181
S00091166,143
S00091167,88
S00091168,132
S00091169,61
S00091170,169
S00091171,117
S00091172,54
S00091173,148
S00091174,106
S00091175,131
S00091176,123
S00091177,101
S00091178,183
S00091179,65
S00091180,68
S00091181,164
S00091182,133
S00091183,89
S00091184,104
S00091185,117
S00091186,132
S00091187,132
S00091188,152
S00091189,118
S00091190,103
S00091191,155
S00091192,156
S00091193,122
S00091194,102
S00091195,111
S00091196,127
S00091197,144
S00091198,177
S00091199,155
S00091200,153
S00091201,118
S00091202,161
S00091203,120
S00091204,131
S00091205,105
S00091206,80
S00091207,123
S00091208,114
S00091209,182
S00091210,154
S00091211,174
S00091212,148
S00091213,174
S00091214,95
S00091215,121
S00091216,136
S00091217,164
S00091218,173
S00091219,100
S00091220,128
S00091221,66
S00091222,140
S00091223,169
S00091224,125
S00091225,93
S00091226,99
S00091227,218
S00091228,194
S00091229,158
S00091230,162
S00091231,171
S00091232,121
S00091233,240
S00091234,178
S00091235,156
S00091236,171
S00091237,226
S00091238,92
S00091239,144
S00091240,130
S00091241,159
S00091242,160
S00091243,102
S00091244,182
S00091245,136
S00091246,96
S00091247,128
S00091248,165
S00091249,197
S00091250,155
S00091251,126
S00091252,166
S00091253,186
S00091254,98
S00091255,166
S00091256,63
S00091257,141
S00091258,149
S00091259,125
S00091260,155
S00091261,154
S00091262,118
S00091263,228
S00091264,141
S00091265,138
S00091266,100
S00091267,213
S00091268,193
S00091269,75
S00091270,72
S00091271,204
S00091272,123
S00091273,119
S00091274,209
S00091275,200
S00091276,139
S00091277,175
S00091278,156
S00091279,135
S00091280,126
S00091281,177
S00091282,161
S00091283,156
S00091284,170
S00091285,181
S00091286,160
S00091287,182
S00091288,153
S00091289,88
S00091290,141
S00091291,181
S00091292,61
S00091293,123
S00091294,136
S00091295,129
S00091296,142
S00091297,217
S00091298,65
S00091299,112
S00091300,160
S00091301,77
S00091302,190
S00091303,106
S00091304,109
S00091305,124
S00091306,134
S00091307,113
S00091308,119
S00091309,95
S00091310,132
S00091311,189
S00091312,178
S00091313,167
S00091314,83
S00091315,76
S00091316,69
S00091317,123
S00091318,96
S00091319,283
S00091320,133
S00091321,126
S00091322,165
S00091323,139
S00091324,163
S00091325,156
S00091326,128
S00091327,162
S00091328,107
S00091329,148
S00091330,130
S00091331,130
S00091332,87
S00091333,79
S00091334,108
S00091335,132
S00091336,133
S00091337,88
S00091338,60
S00091339,67
S00091340,89
S00091341,190
S00091342,116
S00091343,176
S00091344,85
S00091345,163
S00091346,106
S00091347,129
S00091348,136
S00091349,125
S00091350,135
S00091351,169
S00091352,105
S00091353,95
S00091354,104
S00091355,153
S00091356,141
S00091357,92
S00091358,155
S00091359,119
S00091360,76
S00091361,129
S00091362,120
S00091363,91
S00091364,104
S00091365,191
S00091366,166
S00091367,87
S00091368,162
S00091369,200
S00091370,165
S00091371,183
S00091372,115
S00091373,148
S00091374,105
S00091375,107
S00091376,64
S00091377,108
S00091378,118
S00091379,179
S00091380,96
S00091381,161
S00091382,172
S00091383,137
S00091384,107
S00091385,88
S00091386,192
S00091387,138
S00091388,161
S00091389,55
S00091390,143
S00091391,140
S00091392,143
S00091393,218
S00091394,125
S00091395,144
S00091396,86
S00091397,103
S00091398,153
S00091399,95
S00091400,63
S00091401,196
S00091402,77
S00091403,216
S00091404,154
S00091405,92
S00091406,54
S00091407,99
S00091408,129
S00091409,108
S00091410,117
S00091411,101
S00091412,194
S00091413,143
S00091414,163
S00091415,128
S00091416,146
S00091417,80
S00091418,121
S00091419,63
S00091420,84
S00091421,147
S00091422,132
S00091423,118
S00091424,115
S00091425,150
S00091426,70
S00091427,142
S00091428,127
S00091429,223
S00091430,99
S00091431,126
S00091432,146
S00091433,68
S00091434,123
S00091435,170
S00091436,145
S00091437,193
S00091438,182
S00091439,62
S00091440,109
S00091441,90
S00091442,65
S00091443,149
S00091444,93
S00091445,153
S00091446,159
S00091447,148
S00091448,101
S00091449,131
S00091450,151
S00091451,109
S00091452,109
S00091453,168
S00091454,132
S00091455,154
S00091456,134
S00091457,95
S00091458,132
S00091459,82
S00091460,131
S00091461,150
S00091462,123
S00091463,170
S00091464,95
S00091465,114
S00091466,147
S00091467,103
S00091468,117
S00091469,110
S00091470,123
S00091471,136
S00091472,124
S00091473,155
S00091474,122
S00091475,154
S00091476,134
S00091477,115
S00091478,115
S00091479,80
S00091480,151
S00091481,57
S00091482,167
S00091483,121
S00091484,108
S00091485,162
S00091486,163
S00091487,105
S00091488,96
S00091489,119
S00091490,106
S00091491,142
S00091492,150
S00091493,194
S00091494,207
S00091495,181
S00091496,112
S00091497,193
S00091498,105
S00091499,110
S00091500,128
S00091501,117
S00091502,51
S00091503,119
S00091504,136
S00091505,106
S00091506,153
S00091507,60
S00091508,111
S00091509,104
S00091510,139
S00091511,100
S00091512,162
S00091513,120
S00091514,72
S00091515,96
S00091516,115
S00091517,68
S00091518,92
S00091519,58
S00091520,84
S00091521,130
S00091522,80
S00091523,89
S00091524,119
S00091525,108
S00091526,97
S00091527,100
S00091528,76
S00091529,85
S00091530,234
S00091531,117
S00091532,119
S00091533,187
S00091534,153
S00091535,119
S00091536,130
S00091537,140
S00091538,82
S00091539,87
S00091540,78
S00091541,142
S00091542,68
S00091543,140
S00091544,93
S00091545,89
S00091546,65
S00091547,75
S00091548,74
S00091549,168
S00091550,170
S00091551,93
S00091552,87
S00091553,124
S00091554,126
S00091555,132
S00091556,105
S00091557,148
S00091558,122
S00091559,124
S00091560,118
S00091561,92
S00091562,74
S00091563,67
S00091564,92
S00091565,100
S00091566,109
S00091567,113
S00091568,124
S00091569,95
S00091570,132
S00091571,114
S00091572,148
S00091573,133
S00091574,145
S00091575,107
S00091576,141
S00091577,101
S00091578,59
S00091579,106
S00091580,135
S00091581,180
S00091582,162
S00091583,120
S00091584,116
S00091585,76
S00091586,74
S00091587,226
S00091588,161
S00091589,87
S00091590,193
S00091591,222
S00091592,189
S00091593,227
S00091594,128
S00091595,84
S00091596,93
S00091597,67
S00091598,232
S00091599,95
S00091600,116
S00091601,124
S00091602,111
S00091603,62
S00091604,115
S00091605,137
S00091606,76
S00091607,114
S00091608,100
S00091609,96
S00091610,92
S00091611,56
S00091612,133
S00091613,216
S00091614,105
S00091615,162
S00091616,56
S00091617,163
S00091618,86
S00091619,181
S00091620,140
S00091621,181
S00091622,97
S00091623,220
S00091624,147
S00091625,71
S00091626,150
S00091627,158
S00091628,169
S00091629,107
S00091630,174
S00091631,50
S00091632,164
S00091633,180
S00091634,94
S00091635,105
S00091636,114
S00091637,131
S00091638,166
S00091639,125
S00091640,112
S00091641,143
S00091642,98
S00091643,107
S00091644,141
S00091645,117
S00091646,76
S00091647,98
S00091648,150
S00091649,141
S00091650,95
S00091651,148
S00091652,124
S00091653,57
S00091654,138
S00091655,75
S00091656,127
S00091657,94
S00091658,94
S00091659,205
S00091660,200
S00091661,164
S00091662,127
S00091663,162
S00091664,169
S00091665,148
S00091666,128
S00091667,161
S00091668,152
S00091669,156
S00091670,115
S00091671,183
S00091672,125
S00091673,112
S00091674,58
S00091675,120
S00091676,127
S00091677,154
S00091678,175
S00091679,84
S00091680,136
S00091681,91
S00091682,105
S00091683,78
S00091684,183
S00091685,124
S00091686,113
S00091687,132
S00091688,206
S00091689,114
S00091690,118
S00091691,128
S00091692,190
S00091693,191
S00091694,101
S00091695,141
S00091696,164
S00091697,112
S00091698,167
S00091699,147
S00091700,140
S00091701,178
S00091702,109
S00091703,95
S00091704,89
S00091705,146
S00091706,93
S00091707,112
S00091708,108
S00091709,158
S00091710,89
S00091711,79
S00091712,140
S00091713,83
S00091714,95
S00091715,54
S00091716,105
S00091717,73
S00091718,112
S00091719,112
S00091720,134
S00091721,94
S00091722,108
S00091723,180
S00091724,84
S00091725,52
S00091726,190
S00091727,181
S00091728,146
S00091729,74
S00091730,70
S00091731,72
S00091732,79
S00091733,72
S00091734,116
S00091735,86
S00091736,65
S00091737,106
S00091738,138
S00091739,105
S00091740,120
S00091741,154
S00091742,69
S00091743,95
S00091744,74
S00091745,99
S00091746,126
S00091747,126
S00091748,136
S00091749,91
S00091750,102
S00091751,95
S00091752,141
S00091753,137
S00091754,188
S00091755,104
S00091756,88
S00091757,126
S00091758,171
S00091759,109
S00091760,116
S00091761,183
S00091762,165
S00091763,125
S00091764,92
S00091765,118
S00091766,103
S00091767,123
S00091768,150
S00091769,148
S00091770,183
S00091771,130
S00091772,161
S00091773,126
S00091774,97
S00091775,107
S00091776,91
S00091777,95
S00091778,115
S00091779,191
S00091780,126
S00091781,106
S00091782,108
S00091783,112
S00091784,122
S00091785,169
S00091786,93
S00091787,113
S00091788,106
S00091789,127
S00091790,139
S00091791,95
S00091792,87
S00091793,126
S00091794,132
S00091795,134
S00091796,129
S00091797,120
S00091798,130
S00091799,100
S00091800,160
S00091801,108
S00091802,50
S00091803,132
S00091804,127
S00091805,108
S00091806,149
S00091807,217
S00091808,113
S00091809,120
S00091810,176
S00091811,122
S00091812,144
S00091813,120
S00091814,95
S00091815,128
S00091816,115
S00091817,148
S00091818,152
S00091819,108
S00091820,76
S00091821,163
S00091822,73
S00091823,139
S00091824,120
S00091825,116
S00091826,145
S00091827,76
S00091828,130
S00091829,107
S00091830,61
S00091831,143
S00091832,99
S00091833,103
S00091834,116
S00091835,175
S00091836,113
S00091837,124
S00091838,155
S00091839,140
S00091840,148
S00091841,127
S00091842,109
S00091843,95
S00091844,164
S00091845,148
S00091846,117
S00091847,124
S00091848,137
S00091849,63
S00091850,184
S00091851,61
S00091852,126
S00091853,102
S00091854,85
S00091855,92
S00091856,113
S00091857,121
S00091858,116
S00091859,199
S00091860,147
S00091861,103
S00091862,92
S00091863,133
S00091864,183
S00091865,53
S00091866,114
S00091867,93
S00091868,104
S00091869,98
S00091870,172
S00091871,119
S00091872,154
S00091873,157
S00091874,172
S00091875,128
S00091876,95
S00091877,63
S00091878,110
S00091879,162
S00091880,72
S00091881,180
S00091882,66
S00091883,128
S00091884,150
S00091885,173
S00091886,113
S00091887,151
S00091888,174
S00091889,63
S00091890,55
S00091891,175
S00091892,92
S00091893,85
S00091894,89
S00091895,85
S00091896,146
S00091897,157
S00091898,91
S00091899,117
S00091900,146
S00091901,66
S00091902,117
S00091903,84
S00091904,71
S00091905,235
S00091906,153
S00091907,137
S00091908,115
S00091909,91
S00091910,58
S00091911,99
S00091912,107
S00091913,175
S00091914,125
S00091915,142
S00091916,119
S00091917,117
S00091918,83
S00091919,90
S00091920,113
S00091921,129
S00091922,117
S00091923,133
S00091924,122
S00091925,136
S00091926,81
S00091927,207
S00091928,148
S00091929,130
S00091930,97
S00091931,99
S00091932,117
S00091933,87
S00091934,89
S00091935,146
S00091936,112
S00091937,113
S00091938,197
S00091939,125
S00091940,119
S00091941,176
S00091942,91
S00091943,121
S00091944,79
S00091945,91
S00091946,111
S00091947,77
S00091948,103
S00091949,88
S00091950,202
S00091951,59
S00091952,102
S00091953,143
S00091954,131
S00091955,81
S00091956,105
S00091957,116
S00091958,68
S00091959,86
S00091960,89
S00091961,104
S00091962,83
S00091963,71
S00091964,88
S00091965,83
S00091966,78
S00091967,76
S00091968,81
S00091969,51
S00091970,113
S00091971,123
S00091972,119
S00091973,94
S00091974,78
S00091975,127
S00091976,169
S00091977,64
S00091978,299
S00091979,63
S00091980,71
S00091981,128
S00091982,128
S00091983,92
S00091984,128
S00091985,105
S00091986,101
S00091987,99
S00091988,57
S00091989,76
S00091990,101
S00091991,84
S00091992,118
S00091993,148
S00091994,183
S00091995,109
S00091996,166
S00091997,75
S00091998,107
S00091999,173
S00092000,108
S00092001,85
S00092002,90
S00092003,139
S00092004,177
S00092005,191
S00092006,137
S00092007,83
S00092008,142
S00092009,134
S00092010,75
S00092011,77
S00092012,175
S00092013,152
S00092014,100
S00092015,173
S00092016,156
S00092017,140
S00092018,130
S00092019,96
S00092020,134
S00092021,76
S00092022,129
S00092023,67
S00092024,124
S00092025,136
S00092026,132
S00092027,116
S00092028,61
S00092029,86
S00092030,69
S00092031,117
S00092032,148
S00092033,59
S00092034,112
S00092035,87
S00092036,87
S00092037,161
S00092038,188
S00092039,152
S00092040,108
S00092041,103
S00092042,148
S00092043,141
S00092044,116
S00092045,156
S00092046,155
S00092047,113
S00092048,250
S00092049,168
S00092050,165
S00092051,157
S00092052,138
S00092053,99
S00092054,82
S00092055,124
S00092056,107
S00092057,99
S00092058,155
S00092059,136
S00092060,121
S00092061,88
S00092062,162
S00092063,115
S00092064,98
S00092065,71
S00092066,131
S00092067,162
S00092068,118
S00092069,91
S00092070,85
S00092071,117
S00092072,102
S00092073,111
S00092074,100
S00092075,61
S00092076,117
S00092077,141
S00092078,88
S00092079,66
S00092080,92
S00092081,104
S00092082,142
S00092083,63
S00092084,88
S00092085,99
S00092086,91
S00092087,145
S00092088,104
S00092089,99
S00092090,156
S00092091,145
S00092092,115
S00092093,101
S00092094,134
S00092095,87
S00092096,115
S00092097,168
S00092098,128
S00092099,198
S00092100,164
S00092101,108
S00092102,103
S00092103,107
S00092104,111
S00092105,112
S00092106,131
S00092107,107
S00092108,108
S00092109,96
S00092110,125
S00092111,126
S00092112,107
S00092113,84
S00092114,55
S00092115,137
S00092116,184
S00092117,76
S00092118,108
S00092119,110
S00092120,78
S00092121,94
S00092122,74
S00092123,113
S00092124,69
S00092125,112
S00092126,85
S00092127,79
S00092128,91
S00092129,140
S00092130,126
S00092131,151
S00092132,103
S00092133,156
S00092134,108
S00092135,175
S00092136,125
S00092137,83
S00092138,152
S00092139,93
S00092140,155
S00092141,52
S00092142,82
S00092143,96
S00092144,155
S00092145,75
S00092146,109
S00092147,157
S00092148,182
S00092149,118
S00092150,82
S00092151,140
S00092152,74
S00092153,157
S00092154,96
S00092155,90
S00092156,66
S00092157,137
S00092158,138
S00092159,114
S00092160,101
S00092161,152
S00092162,128
S00092163,195
S00092164,77
S00092165,144
S00092166,68
S00092167,91
S00092168,132
S00092169,85
S00092170,132
S00092171,113
S00092172,161
S00092173,193
S00092174,167
S00092175,132
S00092176,129
S00092177,164
S00092178,99
S00092179,148
S00092180,160
S00092181,59
S00092182,122
S00092183,144
S00092184,170
S00092185,145
S00092186,72
S00092187,153
S00092188,51
S00092189,78
S00092190,157
S00092191,160
S00092192,75
S00092193,153
S00092194,190
S00092195,161
S00092196,136
S00092197,163
S00092198,131
S00092199,75
S00092200,65
S00092201,98
S00092202,168
S00092203,153
S00092204,143
S00092205,112
S00092206,120
S00092207,156
S00092208,86
S00092209,184
S00092210,117
S00092211,108
S00092212,93
S00092213,159
S00092214,156
S00092215,115
S00092216,124
S00092217,97
S00092218,134
S00092219,97
S00092220,64
S00092221,110
S00092222,105
S00092223,149
S00092224,71
S00092225,101
S00092226,187
S00092227,153
S00092228,141
S00092229,122
S00092230,109
S00092231,134
S00092232,83
S00092233,132
S00092234,61
S00092235,110
S00092236,109
S00092237,128
S00092238,83
S00092239,212
S00092240,132
S00092241,102
S00092242,128
S00092243,60
S00092244,61
S00092245,109
S00092246,116
S00092247,86
S00092248,94
S00092249,95
S00092250,76
S00092251,66
S00092252,177
S00092253,157
S00092254,79
S00092255,120
S00092256,161
S00092257,60
